"";"NOM_PROPOSICAO_SF";"NOM_PROPOSICAO_CD";"EMENTA"
"550";"PLS 286/2014";"PL 4824/2016";"ALTERA A LEI Nº 13.018, DE 22 DE JULHO DE 2014, QUE INSTITUI A POLÍTICA NACIONAL DE CULTURA VIVA, PARA INCLUIR A PREVISÃO DE APRESENTAÇÃO MENSAL DE AÇÕES CULTURAIS DOS PONTOS E PONTÕES DE CULTURA NAS ESCOLAS DA REDE PÚBLICA."
"551";"PLS 291/2014";"PL 1876/2015";"ACRESCENTA O ART. 63-A À LEI Nº 8.213, DE 24 DE JULHO DE 1991, QUE “DISPÕE SOBRE OS PLANOS DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL E DÁ OUTRAS PROVIDÊNCIAS”, PARA INSTITUIR O AUXÍLIO DOENÇA PARENTAL."
"552";"PEC 36/2014";"PEC 138/2015";"ALTERA OS ART. 23 E ART. 24 DA CONSTITUIÇÃO FEDERAL PARA INSERIR A SEGURANÇA PÚBLICA ENTRE AS COMPETÊNCIAS COMUNS DA UNIÃO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICÍPIOS."
"553";"PDS 152/2014";"PDC 1578/2014";"APROVA A PROGRAMAÇÃO MONETÁRIA PARA O 1º TRIMESTRE E PARA O ANO DE 2014."
"554";"PDS 153/2014";"PDC 1577/2014";"APROVA A PROGRAMAÇÃO MONETÁRIA PARA O 2º TRIMESTRE E PARA O ANO DE 2014."
"555";"PLS 319/2014";"PL 3409/2015";"ALTERA A LEI Nº 11.101, DE 9 DE FEVEREIRO DE 2005, PARA DENOMINÁ-LA LEI ""SENADOR RAMEZ TEBET""."
"556";"PLS 50/1980";"PL 6350/1985";"ACRESCENTA DISPOSITIVO AO ARTIGO 483 DA CONSOLIDAÇÃO DAS LEIS DO      
TRABALHO (CLT) E DA OUTRAS PROVIDENCIAS.                              
"
"557";"SCD 262/2005";"PL 6125/2009";"DISCIPLINA O USO DOS INSTRUMENTOS DE MENOR POTENCIAL OFENSIVO PELOS AGENTES DE SEGURANÇA PÚBLICA, EM TODO O TERRITÓRIO NACIONAL."
"558";"PLS 50/1988";"PL 4569/1989";"ESTABELECE NORMAS PARA A COBRANÇA DE LAUDEMIO NAS TRANSFERENCIAS DO   
DOMINIO UTIL DE TERRENOS DA UNIÃO VINCULADOS A PROGRAMAS              
HABITACIONAIS E DA OUTRAS PROVIDENCIAS.                               
"
"559";"SCD 214/2007";"PL 5335/2009";"DISPÕE SOBRE A CONSTRUÇÃO E A OPERAÇÃO DE ECLUSAS OU DE OUTROS DISPOSITIVOS DE TRANSPOSIÇÃO HIDROVIÁRIA DE NÍVEIS EM VIAS NAVEGÁVEIS E POTENCIALMENTE NAVEGÁVEIS; ALTERA AS LEIS NºS 9.074, DE 7 DE JULHO DE 1995, 9.984, DE 17 DE JULHO DE 2000, 10.233, DE 5 DE JUNHO DE 2001, E 12.712, DE 30 DE AGOSTO DE 2012; E DÁ OUTRAS PROVIDÊNCIAS."
"560";"PDS 188/2014";"PDC 1612/2014";"ESCOLHE O SR. VITAL DO RÊGO FILHO PARA O CARGO DE MINISTRO DO TRIBUNAL DE CONTAS DA UNIÃO, NOS TERMOS DO ART. 73, § 2º, INCISO II, DA CONSTITUIÇÃO FEDERAL, E ART. 105, INCISO II, DA LEI Nº 8.443, DE 1992."
"561";"PLS 374/2014";"PL 4450/2016";"ALTERA A LEI Nº 6.088, DE 16 DE JULHO DE 1974, PARA INCLUIR O VALE DOS RIOS PARAÍBA, MUNDAÚ E JEQUIÁ NA ÁREA DE ATUAÇÃO DA COMPANHIA DE DESENVOLVIMENTO DO VALE DO SÃO FRANCISCO (CODEVASF)."
"562";"PLS 378/2014";"PL 3437/2015";"ALTERA A LEI Nº 11.664, DE 29 DE ABRIL DE 2008, PARA DISPOR SOBRE A REALIZAÇÃO DE MAMOGRAFIA NO ÂMBITO DO SISTEMA ÚNICO DE SAÚDE (SUS)."
"563";"PLS 382/2014";"PL 4996/2016";"ALTERA A LEI NO 8.080, DE 19 DE SETEMBRO DE 1990 (LEI ORGÂNICA DA SAÚDE), PARA DISPOR ACERCA DA HUMANIZAÇÃO DAS RELAÇÕES E DOS PROCESSOS DE ATENÇÃO E GESTÃO EM SAÚDE, E ESTABELECE O DIREITO DO USUÁRIO A ACOMPANHANTE NA ASSISTÊNCIA À SAÚDE, HOSPITALAR E AMBULATORIAL, E A VISITA ABERTA NA INTERNAÇÃO."
"564";"PLS 392/2014";"PL 3637/2015";"ALTERA AS LEIS Nº 4.504, DE 30 DE NOVEMBRO DE 1964, (ESTATUTO DA TERRA) E Nº 6.766, DE 19 DE DEZEMBRO DE 1979, QUE DISPÕE SOBRE O PARCELAMENTO DO SOLO URBANO E DÁ OUTRAS PROVIDÊNCIAS, PARA SUPRIMIR A PARTICIPAÇÃO DO INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA (INCRA) NO PARCELAMENTO DO SOLO URBANO."
"565";"PLS 397/2014";"PL 4913/2016";"ALTERA A LEI Nº 7.565, DE 19 DE DEZEMBRO DE 1986 (CÓDIGO BRASILEIRO DA AERONÁUTICA), PARA POSSIBILITAR A TRANSFERÊNCIA DE BILHETE AÉREO ENTRE PASSAGEIROS."
"566";"PLS 53/1995";"PL 580/1995";"DISPÕE SOBRE A NOMEAÇÃO DOS REPRESENTANTES OFICIAIS DO PAIS EM        
ORGANISMOS INTERNACIONAIS DE CARATER OFICIAL.                         
"
"567";"PLS 425/2014";"PL 2289/2015";"PRORROGA O PRAZO PARA A DISPOSIÇÃO FINAL AMBIENTALMENTE ADEQUADA DOS REJEITOS DE QUE TRATA O ART. 54 DA LEI Nº 12.305, DE 2 DE AGOSTO DE 2010."
"568";"PLS 432/2014";"PL 4851/2016";"DEFINE A FORMA DE AVALIAÇÃO E MONITORAMENTO DO PROGRAMA NACIONAL DE BANDA LARGA – PNBL."
"569";"PLS 4/2015";"PL 3379/2015";"INSCREVE NO LIVRO DOS HERÓIS DA PÁTRIA “O GRUPO DE MARINHEIROS, SOLDADOS DA FORÇA EXPEDICIONÁRIA BRASILEIRA E MEMBROS DO I GRUPO DE AVIAÇÃO DE CAÇA QUE PARTICIPARAM DA SEGUNDA GUERRA MUNDIAL” E ALTERA A LEI Nº 11.597, DE 29 DE NOVEMBRO DE 2007, PARA DISPOR SOBRE A INCLUSÃO DE EX-COMBATENTES."
"570";"PLS 54/1995";"PL 670/1995";"ALTERA A LEI 8256, DE 25 DE NOVEMBRO DE 1991, QUE CRIA AREAS DE       
LIVRE COMERCIO NOS MUNICIPIOS DE PACARAIMA E BONFIM, NO ESTADO DE     
RORAIMA, E DA OUTRAS PROVIDENCIAS.                                    
"
"571";"PLS 27/2015";"PL 1462/2015";"ALTERA A LEI Nº 4.737, DE 15 DE JULHO DE 1965, (CÓDIGO ELEITORAL) E A LEI Nº 9.504, DE 30 DE SETEMBRO DE 1997, PARA INSTITUIR O SISTEMA ELEITORAL MAJORITÁRIO NAS ELEIÇÕES PARA AS CÂMARAS MUNICIPAIS NOS MUNICÍPIOS COM MAIS DE 200.000 (DUZENTOS MIL) ELEITORES."
"572";"PLS 33/2015";"PL 4766/2016";"INSTITUI O PROGRAMA DISQUE-DENÚNCIA DO TRABALHADOR."
"573";"PLS 49/2015";"PL 2995/2015";"ALTERA A LEI Nº 12.711, DE 29 DE AGOSTO DE 2012, PARA DISPOR SOBRE O INGRESSO DE PESSOAS COM DEFICIÊNCIA NAS UNIVERSIDADES FEDERAIS E NAS INSTITUIÇÕES FEDERAIS DE ENSINO TÉCNICO DE NÍVEL MÉDIO."
"574";"PLS 48/2015";"PL 5055/2016";"DISPÕE SOBRE A PROIBIÇÃO DA COBRANÇA DE TAXA ADICIONAL PARA ALUNOS COM DEFICIÊNCIA EM ESCOLAS PÚBLICAS OU PARTICULARES E DÁ OUTRAS PROVIDÊNCIAS."
"575";"PLS 51/2015";"PL 3077/2015";"ALTERA A LEI Nº 8.069, DE 13 DE JULHO DE 1990 (ESTATUTO DA CRIANÇA E DO ADOLESCENTE), PARA DETERMINAR A ATUALIZAÇÃO PERIÓDICA DO ROL DE ANORMALIDADES DO METABOLISMO RASTREADAS NA TRIAGEM NEONATAL."
"576";"PLS 71/2015";"PL 3330/2015";"DISPÕE SOBRE A EXIGÊNCIA DE COMPENSAÇÃO DAS HORAS NO CASO DE SERVIDOR PÚBLICO FEDERAL QUE TENHA CÔNJUGE, FILHO OU DEPENDENTE PORTADOR DE DEFICIÊNCIA FÍSICA."
"577";"PLS 81/2015";"PLP 268/2016";"ALTERA A LEI COMPLEMENTAR Nº 108, DE 29 DE MAIO DE 2001, PARA APRIMORAR OS DISPOSITIVOS DE GOVERNANÇA DAS ENTIDADES FECHADAS DE PREVIDÊNCIA COMPLEMENTAR VINCULADAS À UNIÃO, AOS ESTADOS, AO DISTRITO FEDERAL E AOS MUNICÍPIOS, SUAS AUTARQUIAS, FUNDAÇÕES, SOCIEDADES DE ECONOMIA MISTA E OUTRAS ENTIDADES PÚBLICAS."
"578";"PLS 86/2015";"PL 4366/2016";"ALTERA A LEI Nº 11.346, DE 15 DE SETEMBRO DE 2006, A FIM DE PREVER, NO CONCEITO DE SEGURANÇA ALIMENTAR E NUTRICIONAL, A AMPLIAÇÃO DAS CONDIÇÕES DE ACESSO AOS ALIMENTOS POR MEIO DAS MEDIDAS QUE MITIGUEM O RISCO DE ESCASSEZ DE ÁGUA POTÁVEL, BEM COMO A FORMAÇÃO DE ESTOQUES REGULADORES E ESTRATÉGICOS DE ALIMENTOS."
"579";"PLS 73/2015";"PL 3380/2015";"ALTERA A REDAÇÃO DOS ARTS. 32 E 36 DA LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996 (LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL), PARA INSERIR NOVAS DISCIPLINAS OBRIGATÓRIAS NOS CURRÍCULOS DOS ENSINOS FUNDAMENTAL E MÉDIO."
"580";"SCD 2/2015";"PL 7370/2014";"DISPÕE SOBRE O ENFRENTAMENTO AO TRÁFICO INTERNACIONAL E INTERNO DE PESSOAS, PROTEÇÃO E ASSISTÊNCIA ÀS VÍTIMAS; E ALTERA A LEI Nº 6.815, DE 19 DE AGOSTO DE 1980, OS DECRETOS-LEI NºS 3.689, DE 3 DE OUTUBRO DE 1941 - CÓDIGO DE PROCESSO PENAL, E 2.848, DE 7 DE DEZEMBRO DE 1940 – CÓDIGO PENAL, E AS LEIS NºS 8.072, DE 25 DE JULHO DE 1990, 9.434, DE 4 DE FEVEREIRO DE 1997, 8.069, DE 13 DE JULHO DE 1990 – ESTATUTO DA CRIANÇA E DO ADOLESCENTE, E 9.615, DE 24 DE MARÇO DE 1998."
"581";"PLS 89/2015";"PL 2988/2015";"INSTITUI NORMAS GERAIS PARA A REVITALIZAÇÃO DA BACIA HIDROGRÁFICA DO RIO SÃO FRANCISCO."
"582";"PLS 56/1991";"PL 1828/1991";"DISPÕE SOBRE O LIVRE ACESSO AS PRAIAS DE TERRENOS DE MARINHA E SEU    
USO PUBLICO.                                                          
"
"583";"PLS 98/2015";"PL 2290/2015";"ALTERA A LEI Nº 11.445, DE 5 DE JANEIRO DE 2007, QUE ESTABELECE DIRETRIZES NACIONAIS PARA O SANEAMENTO BÁSICO, PARA CRIAR O REGIME ESPECIAL DE INCENTIVOS PARA O DESENVOLVIMENTO DO SANEAMENTO BÁSICO – REISB, COM O OBJETIVO DE ESTIMULAR AS PESSOAS JURÍDICAS PRESTADORAS DE SERVIÇOS PÚBLICOS DE SANEAMENTO BÁSICO A AUMENTAREM SEU VOLUME DE INVESTIMENTOS, POR MEIO DA CONCESSÃO DE CRÉDITOS RELATIVOS À CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL (COFINS) E À CONTRIBUIÇÃO PARA O PROGRAMA DE INTEGRAÇÃO SOCIAL E DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO (PIS/PASEP)."
"584";"PLS 106/2015";"PL 3833/2015";"ALTERA OS ARTS. 14 E 15 DA LEI Nº 11.692, DE 10 DE JUNHO DE 2008, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE INCLUSÃO DE JOVENS - PROJOVEM, INSTITUÍDO PELA LEI Nº 11.129, DE 30 DE JUNHO DE 2005, PARA INSTITUIR AUXÍLIO-CAPACITAÇÃO AO JOVEM EMPREENDEDOR DO CAMPO."
"585";"PLS 108/2015";"PL 3636/2015";"ACRESCENTA PARÁGRAFO AO ARTIGO 16 DA LEI Nº 12.846, DE 1º DE AGOSTO DE 2013, DETERMINANDO QUE OS ACORDOS DE LENIÊNCIA CELEBRADOS POR ENTES DA ADMINISTRAÇÃO PÚBLICA SEJAM HOMOLOGADOS PELO MINISTÉRIO PÚBLICO."
"586";"PLS 57/1995";"PL 1792/1996";"CRIA A OUVIDORIA-GERAL DA REPUBLICA, E DA OUTRAS PROVIDENCIAS.        
"
"587";"PLS 123/2015";"PL 5239/2016";"ACRESCENTA §§ 2º E 3º AO ART. 1º DA LEI Nº 9.965, DE 27 DE ABRIL DE 2000, QUE RESTRINGE A VENDA DE ESTERÓIDES OU PEPTÍDEOS ANABOLIZANTES E DÁ OUTRAS PROVIDÊNCIAS."
"588";"PLS 135/2015";"PL 4567/2016";"ALTERA A LEI Nº 12.351, DE 22 DE DEZEMBRO DE 2010, QUE ESTABELECE A PARTICIPAÇÃO MÍNIMA DA PETROBRAS NO CONSÓRCIO DE EXPLORAÇÃO DO PRÉ-SAL E A OBRIGATORIEDADE DE QUE ELA SEJA RESPONSÁVEL PELA “CONDUÇÃO E EXECUÇÃO, DIRETA OU INDIRETA, DE TODAS AS ATIVIDADES DE EXPLORAÇÃO, AVALIAÇÃO, DESENVOLVIMENTO, PRODUÇÃO E DESATIVAÇÃO DAS INSTALAÇÕES DE EXPLORAÇÃO E PRODUÇÃO”."
"589";"PLS 140/2015";"PL 3410/2015";"DISPÕE SOBRE A PRESTAÇÃO DE AUXÍLIO FINANCEIRO PELA UNIÃO AOS ESTADOS, AO DISTRITO FEDERAL E AOS MUNICÍPIOS, RELATIVO AO EXERCÍCIO DE 2015, COM O OBJETIVO DE FOMENTAR AS EXPORTAÇÕES DO PAÍS."
"590";"PLS 57/1996";"PL 2566/1996";"ALTERA A LEI 8078, DE 11 DE SETEMBRO DE 1990, QUE DISPÕE SOBRE A      
PROTEÇÃO DO CONSUMIDOR E DA OUTRAS PROVIDENCIAS.                      
"
"591";"PLS 144/2015";"PL 5660/2016";"ACRESCENTA O ART. 17-A À LEI Nº 11.788, DE 25 DE SETEMBRO DE 2008, PARA PROIBIR A EXIGÊNCIA DE PRÉVIA EXPERIÊNCIA PARA A SELEÇÃO DE ESTAGIÁRIO."
"592";"PLS 160/2015";"PL 3220/2015";"ESTABELECE O DIREITO DE AS MÃES AMAMENTAREM SEUS FILHOS DURANTE A REALIZAÇÃO DE CONCURSOS PÚBLICOS NA ADMINISTRAÇÃO PÚBLICA DIRETA E INDIRETA DOS PODERES DA UNIÃO."
"593";"PLS 58/1990";"PL 6000/1990";"DA NOVA REDAÇÃO A SEÇÃO IV, DO CAPITULO II, DO TITULO VIII, DA        
CONSOLIDAÇÃO DAS LEIS DO TRABALHO.                                    
"
"594";"PLS 175/2015";"PL 3331/2015";"ACRESCENTA O ART. 105-B À LEI Nº 9.504, DE 30 DE SETEMBRO DE 1997 (LEI DAS ELEIÇÕES), PARA DISPOR SOBRE A PROPAGANDA ELEITORAL GRATUITA NO RÁDIO E NA TELEVISÃO, NAS ELEIÇÕES DE 2016."
"595";"PLS 188/2015";"PL 4891/2016";"DISPÕE SOBRE OS DEPÓSITOS JUDICIAIS E ADMINISTRATIVOS NO ÂMBITO DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICÍPIOS E REVOGA A LEI Nº 10.819, DE 16 DE DEZEMBRO DE 2003, E A LEI Nº 11.429, DE 26 DE DEZEMBRO DE 2006."
"596";"PLS 58/1996";"PL 3055/1997";"ALTERA O PARAGRAFO TERCEIRO DO ART. 20 DA LEI 8742, DE 07 DE          
DEZEMBRO DE 1993.                                                     
"
"597";"PLS 198/2015";"PL 3277/2015";"ALTERA A LEI Nº 10.098, DE 19 DE DEZEMBRO DE 2000, QUE TRATA DA ACESSIBILIDADE PARA PESSOAS COM DEFICIÊNCIA, PARA ESTABELECER A OBRIGAÇÃO DE QUE TODAS AS NOVAS EDIFICAÇÕES DE USO COLETIVO DISPONHAM DE ELEVADORES COM CAPACIDADE DE TRANSPORTAR PESSOAS EM MACA."
"598";"PLS 204/2015";"PLP 137/2015";"DISPÕE SOBRE O PROCEDIMENTO PARA A CRIAÇÃO, A INCORPORAÇÃO, A FUSÃO E O DESMEMBRAMENTO DE MUNICÍPIOS, NOS TERMOS DO § 4º DO ART. 18 DA CONSTITUIÇÃO FEDERAL; ALTERA A LEI N° 5.172, DE 25 DE OUTUBRO DE 1966; E DÁ OUTRAS PROVIDÊNCIAS."
"599";"PLS 207/2015";"PL 4451/2016";"ALTERA A LEI Nº 9.393, DE 19 DE DEZEMBRO DE 1996, PARA PREVER ISENÇÃO DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL (ITR) A IMÓVEL RURAL LOCALIZADO À MARGEM DO RIO SÃO FRANCISCO, DOS SEUS AFLUENTES E DE SUAS NASCENTES EM QUE ESTEJA PRESERVADA OU EM PROCESSO DE RECOMPOSIÇÃO A VEGETAÇÃO DAS ÁREAS DE PRESERVAÇÃO PERMANENTE DE QUE TRATA O INCISO I DO ART. 4º DA LEI Nº 12.651, DE 25 DE MAIO DE 2012."
"600";"PLS 58/1999";"PLP 100/2003";"ALTERA A REDAÇÃO DO PARAGRAFO 2º (SEGUNDO) DO ARTIGO 15 DA LEI 4320,  
DE 17 DE MARÇO DE 1964, QUE 'ESTATUI NORMAS GERAIS DE DIREITO         
FINANCEIRO PARA ELABORAÇÃO E CONTROLE DOS ORÇAMENTOS E BALANÇOS DA    
UNIÃO, DOS ESTADOS, DOS MUNICIPIOS E DO DISTRITO FEDERAL'.            
COMPLEMENTAR.                                                         
"
"601";"PLS 59/1999";"PL 5459/2001";"ACRESCENTA ARTIGO A LEI 9504, DE 30 DE SETEMBRO DE 1997, DISPONDO     
SOBRE A PROPAGANDA ELEITORAL PARA OS CARGOS DE VICE-GOVERNADOR,       
VICE-PREFEITO E SUPLENTE DE SENADOR E DA OUTRAS PROVIDENCIAS.         
"
"602";"PLS 60/1983";"PL 8047/1986";"OBRIGA O REGISTRO DOS ESTABELECIMENTOS HOSPITALARES NOS CONSELHOS     
REGIONAIS DE MEDICINA.                                                
"
"603";"PLS 255/2015";"PL 4068/2015";"ALTERA A LEI N° 7.827, DE 27 DE SETEMBRO DE 1989, DE MODO A CONCEITUAR O SEMI-ÁRIDO NA ÁREA DE ATUAÇÃO DA SUPERINTENDÊNCIA DE DESENVOLVIMENTO DO NORDESTE – SUDENE"
"604";"PLS 280/2015";"PLP 124/2015";"DISPÕE SOBRE A APOSENTADORIA COMPULSÓRIA, COM PROVENTOS PROPORCIONAIS, NOS TERMOS DO INCISO II DO § 1O DO ART. 40 DA CONSTITUIÇÃO FEDERAL."
"605";"PLS 282/2015";"PL 4069/2015";"ALTERA A LEI Nº 11.903, DE 14 DE JANEIRO DE 2009, PARA AUMENTAR OS PRAZOS DE IMPLANTAÇÃO DO SISTEMA NACIONAL DE CONTROLE DE MEDICAMENTOS."
"606";"PLS 61/1996";"PL 2379/1996";"DISPÕE SOBRE A TRANSFERENCIA DOS RECURSOS DO SALARIO-EDUCAÇÃO.        
"
"607";"PLS 298/2015";"PL 3622/2015";"ACRESCENTA ART. 55-A À LEI Nº 4.737, DE 15 DE JULHO DE 1965 (CÓDIGO ELEITORAL), PARA FACULTAR AO ELEITOR COM SETENTA ANOS OU MAIS E AO ELEITOR DEFICIENTE FÍSICO A TRANSFERÊNCIA DE ZONA OU DE SEÇÃO ELEITORAL."
"608";"PLS 62/1996";"PL 3009/1997";"ESTABELECE A OBRIGATORIEDADE DA INCLUSÃO DE ECLUSAS E DE              
EQUIPAMENTOS E PROCEDIMENTOS DE PROTEÇÃO A FAUNA AQUATICA DOS CURSOS  
D'AGUA, QUANDO DA CONSTRUÇÃO DE BARRAGENS.                            
"
"609";"PLS 307/2015";"PL 2543/2015";"ALTERA A LEI Nº 11.107, DE 6 DE ABRIL DE 2005, QUE DISPÕE SOBRE NORMAS GERAIS DE CONTRATAÇÃO DE CONSÓRCIOS PÚBLICOS E DÁ OUTRAS PROVIDÊNCIAS ."
"610";"PLS 310/2015";"PL 4070/2015";"ALTERA A LEI Nº 10.292, DE 27 DE SETEMBRO DE 2001, QUE DENOMINA RODOVIA GOVERNADOR MÁRIO COVAS A BR-101, PARA ATRIBUIR NOVA DENOMINAÇÃO AO TRECHO DA RODOVIA SITUADO NO ESTADO DE SANTA CATARINA."
"611";"PLS 321/2015";"PLP 270/2016";"ALTERA A LEI COMPLEMENTAR Nº 101, DE 4 DE MAIO DE 2000, PARA VEDAR A APLICAÇÃO DE SANÇÕES AO MUNICÍPIO QUE ULTRAPASSE O LIMITE PARA A DESPESA TOTAL COM PESSOAL E PARA DESOBRIGAR O TITULAR DO MUNICÍPIO DE PAGAR DESPESAS EMPENHADAS NO MANDATO DO PREFEITO ANTERIOR, NOS CASOS DE PERDA DE RECURSOS QUE ESPECIFICA."
"612";"PLS 331/2015";"PL 2990/2015";"ALTERA O ART. 2º DA LEI Nº 9.433 DE 08 DE JANEIRO DE 1997 QUE INSTITUI A POLÍTICA NACIONAL DE RECURSOS HÍDRICOS PARA INCLUIR O APROVEITAMENTO DE ÁGUAS PLUVIAIS COMO UM DOS SEUS OBJETIVOS"
"613";"PLS 337/2015";"PL 2517/2015";"ALTERA O DECRETO-LEI Nº 2.848 DE 7 DE DEZEMBRO DE 1940 (CÓDIGO PENAL) E AS LEIS Nº 8.069, DE 13 DE JULHO DE 1990 (ESTATUTO DA CRIANÇA E DO ADOLESCENTE), E 12.594, DE 18 DE JANEIRO DE 2012 (SINASE)."
"614";"PLS 343/2015";"PL 5056/2016";"DENOMINA “ADUTORA ARIANO SUASSUNA” O SISTEMA ADUTOR DO PAJEÚ, LOCALIZADO ENTRE OS ESTADOS DE PERNAMBUCO E DA PARAÍBA."
"615";"PLS 349/2015";"PL 4914/2016";"ALTERA A REDAÇÃO DO ART. 196 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO – CLT, APROVADA PELO DECRETO-LEI Nº 5.452, DE 1º DE MAIO DE 1943, PARA ESTABELECER A EFICÁCIA IMEDIATA DOS EFEITOS PECUNIÁRIOS DAS LEIS QUE DISPONHAM SOBRE INSALUBRIDADE E PERICULOSIDADE."
"616";"PLS 355/2015";"PL 3670/2015";"ACRESCENTA PARÁGRAFO ÚNICO AO ART.82, E INCISO IV AO ART. 83 DA LEI Nº 10.406, DE 10 DE JANEIRO DE 2002 (CÓDIGO CIVIL), PARA QUE DETERMINAR QUE OS ANIMAIS NÃO SERÃO CONSIDERADOS COISAS."
"617";"PEC 76/2015";"PEC 253/2016";"ALTERA O ART. 103 DA CONSTITUIÇÃO FEDERAL, PARA PERMITIR QUE ENTIDADE DE REPRESENTAÇÃO DE MUNICÍPIOS DE ÂMBITO NACIONAL POSSA PROPOR AÇÃO DIRETA DE INCONSTITUCIONALIDADE E AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE."
"618";"PLS 357/2015";"PL 4072/2015";"DISPÕE SOBRE A DENOMINAÇÃO DO CAMPUS JOINVILLE DA UNIVERSIDADE FEDERAL DE SANTA CATARINA."
"619";"PLS 65/1990";"PL 200/1991";"FIXA CRITERIOS PARA A DIVULGAÇÃO DE RESULTADO DE PESQUISA DE OPINIÃO  
PUBLICA E DA OUTRAS PROVIDENCIAS.                                     
"
"620";"PLS 65/1992";"PL 3673/1993";"ALTERA O INCISO VI DO ART. SEGUNDO DA LEI 8025, DE 12 DE ABRIL DE     
1990.                                                                 
"
"621";"PDS 237/2015";"PDC 131/2015";"APROVA A PROGRAMAÇÃO MONETÁRIA PARA O 3º TRIMESTRE DE 2014."
"622";"PDS 238/2015";"PDC 132/2015";"APROVA A PROGRAMAÇÃO MONETÁRIA PARA O 4º TRIMESTRE DE 2014."
"623";"PLS 400/2015";"PL 3831/2015";"ESTABELECE AS NORMAS GERAIS PARA A NEGOCIAÇÃO COLETIVA NA ADMINISTRAÇÃO PÚBLICA DIRETA, NAS AUTARQUIAS E FUNDAÇÕES PÚBLICAS DOS PODERES DA UNIÃO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICÍPIOS."
"624";"PLS 405/2015";"PL 4243/2015";"CONFERE AO MUNICÍPIO DE CURITIBA, PARANÁ, O TÍTULO DE CAPITAL NACIONAL DA ARTE EM MOSAICO"
"625";"PEC 87/2015";"PEC 122/2015";"ACRESCENTA O § 6º AO ART. 167 DA CONSTITUIÇÃO FEDERAL, PARA PROIBIR A CRIAÇÃO, POR LEI, DE ENCARGO FINANCEIRO AOS ESTADOS, AO DISTRITO FEDERAL E AOS MUNICÍPIOS, DECORRENTE DA PRESTAÇÃO DE SERVIÇOS PÚBLICOS, SEM A PREVISÃO DA CORRESPONDENTE TRANSFERÊNCIA DE RECURSOS FINANCEIROS, NOS TERMOS QUE ESPECIFICA."
"626";"PLS 66/1989";"PL 5993/1990";"DISPÕE SOBRE A CONSTRUÇÃO DE LOGRADOUROS, DE EDIFICIOS DE USO         
PUBLICO E DE VEICULOS DE TRANSPORTE COLETIVO, A FIM DE GARANTIR       
ACESSO ADEQUADO AS PESSOAS PORTADORAS DE DEFICIENCIA, NOS TERMOS      
DOS ARTIGOS 227 PARAGRAFO SEGUNDO E 244, DA CONSTITUIÇÃO FEDERAL.     
"
"627";"PLS 426/2015";"PL 5053/2016";"ALTERA A LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1994, QUE ESTABELECE AS DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL, PARA INSTITUIR A APLICAÇÃO DE TESTE VOCACIONAL NO ENSINO MÉDIO, E DISPÕE SOBRE A OFERTA GRATUITA DE CURSOS PREPARATÓRIOS PARA O ENSINO SUPERIOR AOS ESTUDANTES DE ENSINO MÉDIO DA REDE PÚBLICA DE ENSINO."
"628";"PLS 429/2015";"PL 4452/2016";"ALTERA A LEI Nº 8.001, DE 13 DE MARÇO DE 1990, E A LEI Nº 9.648, DE 27 DE MAIO DE 1998, PARA AUMENTAR EM TRÊS PONTOS PERCENTUAIS A COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS HÍDRICOS DE APROVEITAMENTOS HIDROELÉTRICOS NA BACIA DO RIO SÃO FRANCISCO, DESTINAR O AUMENTO À REVITALIZAÇÃO DO RIO, E DÁ OUTRAS PROVIDÊNCIAS."
"629";"PLS 430/2015";"PL 2518/2015";"ALTERA A LEI Nº 4.737, DE 15 DE JULHO DE 1965 (CÓDIGO ELEITORAL), PARA DISCIPLINAR A DISTRIBUIÇÃO DE CADEIRAS ENTRE OS PARTIDOS POLÍTICOS NA REPRESENTAÇÃO PROPORCIONAL."
"630";"PLS 441/2015";"PL 2519/2015";"ALTERA A LEI Nº 9.096, DE 19 DE SETEMBRO DE 1995, PARA DETERMINAR CRITÉRIOS PARA O ACESSO AOS RECURSOS DO FUNDO PARTIDÁRIO E À PROPAGANDA PARTIDÁRIA EM RÁDIO E TELEVISÃO."
